-29.23611;49.5082
-25.99537;48.68852
-23.21759;47.63466
-19.97685;46.4637
-16.04167;44.94145
-12.56944;43.6534
-9.3287;42.36534
-6.31944;40.96019
-3.54167;39.78923
0.16204;37.91569
3.63426;36.27635
6.41204;34.87119
9.88426;32.99766
13.81944;30.88993
17.06019;29.25059
20.30093;27.37705
23.54167;25.50351
26.78241;23.62998
30.71759;21.28806
34.88426;18.94614
38.81944;16.60422
42.75463;14.2623
46.22685;12.38876
49.93056;10.04684
54.09722;7.47073
57.33796;5.363
60.5787;3.48946
62.89352;2.08431
64.74537;0.44496
