-29.23611;53.60656
-26.45833;52.90398
-23.68056;52.20141
-21.36574;51.49883
-19.05093;50.56206
-16.27315;49.62529
-13.49537;48.68852
-9.79167;47.51756
-7.01389;46.3466
-4.00463;44.94145
-0.99537;43.77049
1.78241;42.59953
4.56019;41.42857
7.56944;40.02342
10.5787;38.61827
13.35648;37.21311
16.59722;35.45667
20.30093;33.46604
24.00463;31.59251
28.40278;29.25059
32.33796;27.14286
36.04167;25.26932
39.28241;23.27869
44.60648;20.58548
48.0787;18.47775
51.31944;16.60422
54.56019;14.73068
57.56944;12.85714
60.11574;11.45199
62.89352;10.04684
65.90278;8.1733
69.60648;6.06557
