-28.77315;65.08197
-25.06944;64.84778
-21.36574;64.37939
-17.19907;63.91101
-13.49537;63.67681
-9.79167;63.09133
-6.08796;62.74005
-3.0787;62.03747
-0.06944;61.56909
3.63426;61.1007
7.10648;60.51522
10.11574;59.92974
13.58796;59.22717
16.8287;58.52459
20.06944;57.82201
24.00463;57.11944
27.01389;56.41686
29.56019;55.71429
32.56944;55.2459
35.34722;54.30913
38.35648;53.60656
42.06019;52.66979
45.30093;51.96721
49.93056;50.79625
53.40278;49.85948
56.875;48.92272
60.5787;47.98595
63.58796;47.04918
66.8287;46.11241
69.60648;45.17564
