-29.23611;61.80328
-26.22685;61.1007
-22.75463;60.39813
-19.05093;59.69555
-15.81019;58.99297
-12.56944;58.52459
-9.3287;57.82201
-6.55093;57.11944
-3.77315;56.53396
-0.76389;55.71429
2.70833;54.77752
5.94907;54.07494
8.72685;53.13817
12.19907;52.20141
15.6713;51.26464
19.375;49.85948
22.61574;48.92272
25.39352;47.86885
28.63426;46.69789
31.64352;45.64403
35.11574;44.35597
39.05093;42.83372
42.98611;41.42857
46.45833;40.02342
49.23611;38.96956
53.63426;37.21311
57.80093;35.57377
61.04167;34.16862
64.05093;32.99766
67.06019;31.8267
69.83796;30.65574
