,r_p,C_x1,C_x2,C_u1,C_u2,Rn_prim,Rn
0,0.831814790964571,375.2170256388678,260.2345243506192,497.84158413798207,-76.73534621216797,0.2499999999999999,0.023517005194094498
0,0.9159073954822855,325.5952783257651,267.7368469256904,485.8776252432146,-35.94542321094402,0.27223403968476245,0.16582318719140887
0,1.0,270.0,270.0,477.94158921227495,0.0,0.2919383863521853,0.2919383863521855
0,1.0840926045177146,202.66531302806288,267.9711402991705,473.04571547673913,32.17785306299357,0.30957986644269786,0.4048504667503765
0,1.168185209035429,101.24283084999522,262.184862971621,470.4915740136301,61.35988366556311,0.32551098973317005,0.5068156229945324
